Title,Location,Company,Salary,Sponsored,Description
Data Lake Developer,"Bengaluru, Karnataka",Mylan,"₹15,00,000 - ₹23,00,000 a year",Organic,Create data tools / products for analytics and data scientist team members that assist them in building and innovative solutions that drive tangible business…
Data Engineer,"Bengaluru, Karnataka","Ultramatics, Inc.",None,Organic,Create the next generation data and analytics tools to power digital transformation for analytics and data scientist team members.Temporarily due to COVID-19.
"IT Data & Analytics Developer (Indore, India Office)","Indore, Madhya Pradesh","BioUrja Trading, LLC",₹358 - ₹438 an hour,Organic,"Work with stakeholders to assist with data-related technical issues and support their data infrastructure needs.IT Data & Analytics Developer - Indore, India."
Data Scientist,"Bengaluru, Karnataka",Superior Group,None,Organic,"Experience in building data pipelines to deploy models.Through use of reports, process knowledge and analysis, proficient at detecting patterns or problems…"
DATA SCIENTIST,"Bengaluru, Karnataka",Britive,None,Organic,"You have a strong data science background and understands the use of a variety of data mining and data analysis methods to build and implement models,…"
Data Analysts,"New Delhi, Delhi",Broadcast Engineering Consultants India Limited (B...,"₹1,53,550 - ₹2,31,300 a year",Organic,"Industry Certifications in the area of Data Analysis like Cloudera Certified Administrator for apache Hadoop (CCAH), Cloudera certified Professional: Data…"
Senior Scientist,"Hyderabad, Telangana",Sandoz,None,Organic,Skilled scientist with expertise on quantification of impurities and impurity profiling of unknown impurities in the drug product by using LCMS/LCMS/MS and GCMS…
Data Analyst,"Bengaluru, Karnataka",Noesys Software Pvt. Ltd,"₹2,00,000 - ₹3,00,000 a year",Organic,"Analyzing data sets, extracting data from multiple data sources like Microsoft Excel, Access, SQL Databases, Text Files, and manual Files etc."
Machine Learning and Data Scientist,"Mumbai, Maharashtra",Camsdata,None,Organic,Participate in data architecture and engineering decision-making to support analyticsUnderstanding machine learning algorithms.Exp: 3 to 8 yrs.
Machine learning engineer - 5+ year experience,"Chennai, Tamil Nadu",Dezzex,"₹6,00,000 - ₹10,00,000 a year",Organic,Identifying / testing the right techniques / deeplearning libraries to use to train the model and infer parts and degree of damage in test data.
Sr. Data Scientist,India,VMock Inc,None,Organic,Atleast 5 years of data science and machine learning experience.Analyze huge data to train ML models and evaluate them with right metrics.
Data Scientist,"Kandivali, Mumbai, Maharashtra",Exeliq Consulting,None,Organic,"Currently we are looking for a Senior Computer Vision Engineer who is passionate about the sphere of Big Data, Data Science and AI."
Data Scientist,"Bengaluru, Karnataka",Germane Analytics Pvt Ltd,None,Organic,Develop custom data models and algorithms to apply to data sets.Assess the effectiveness and accuracy of new data sources and data gathering techniques.
Machine Learning Engineer (Contract),"Coimbatore, Tamil Nadu",Research Grid Ltd,"₹50,000 a month",Organic,Collaborate with a team of software engineers and data scientists.Plan and manage data projects.Ensure data quality and integrity.
Data Engineer II / Sr Data Engineer,"Mumbai, Maharashtra",Colgate-Palmolive,None,Organic,"The Data Engineer will support our software developers, data analysts and data scientists on data initiatives and will ensure optimal data delivery architecture…"
"Data Scientist II, Consumer Payments","Bengaluru, Karnataka",ADCI - Karnataka,None,Organic,"Strong verbal/written communication & data presentation skills, including an ability to effectively communicate with both business and technical teams."
MS Data Scientist,"Thiruvananthapuram, Kerala",EY,None,Organic,Experience with data visualisation tools.Ensures compliance with data architecture and data management standards and procedures defined in the Data Management…
Data Analytics Internship,"Vapi, Gujarat",Provenance Analytics,"₹2,000 - ₹4,000 a month",Organic,We aim to provide alternate data on financial markets.Provenance Analytics is a Gujarat based financial research firm.Have relevant skills and interests.
Jr. Data scientist,"Chennai, Tamil Nadu",Blackstraw,None,Organic,"Minimum of 1 to 3 years of experience in a related position, as a data scientist or business.Define and develop, maintain and evolve data models, tools and…"
Clerk cum Data Entry Operator,"Delhi, Delhi",rabitos international,"₹16,000 a month",Organic,Those who fulfil the above requirements may report for a written test/ interview as per the above schedule along with bio-data and original certificates and…
Data Scientist,"Chennai, Tamil Nadu",PipeCandy,None,Organic,"Ability to visualize data and results of data analysis & analytical models.Manage the creation, deployment, and maturity of data governance processes and…"
Scientific Research – Data Scientist – R&D,"Bengaluru, Karnataka",CareerXperts,None,Organic,We are looking for self-motivated scientists & engineers to join a supercharged workplace and build a first-generation analytical product.
Machine Learning Internship,"Indore, Madhya Pradesh",TorqueVision Labs LLC,"₹5,000 a month",Organic,"Should have basic knowledge about object detection, segmentation, tracking Should have analytical skills like exploratory data analysis, & descriptive analysis…"
SENIOR DATA SCIENTIST,"Chennai, Tamil Nadu",The Data Team,None,Organic,Critical thinking skills in business with the ability to confidently face clients and mentor data scientists.Accordingly senior data scientists are expected to…
Senior Data Scientist - Natural Language Processing (NLP),"Hyderabad, Telangana",The Straits Network,None,Organic,"Build semantic master/ systems to automate data analytics and services using AWS EC2, S3 (distributed data lake), Elastic Map Reduce (computation cluster), Data…"
Data Lake Developer,"Bengaluru, Karnataka",Mylan,"₹15,00,000 - ₹23,00,000 a year",Organic,Create data tools / products for analytics and data scientist team members that assist them in building and innovative solutions that drive tangible business…
Data Engineer,"Bengaluru, Karnataka","Ultramatics, Inc.",None,Organic,Create the next generation data and analytics tools to power digital transformation for analytics and data scientist team members.Temporarily due to COVID-19.
Machine Learning Engineer (Contract),"Coimbatore, Tamil Nadu",Research Grid Ltd,"₹50,000 a month",Organic,Collaborate with a team of software engineers and data scientists.Plan and manage data projects.Ensure data quality and integrity.
"IT Data & Analytics Developer (Indore, India Office)","Indore, Madhya Pradesh","BioUrja Trading, LLC",₹358 - ₹438 an hour,Organic,"Work with stakeholders to assist with data-related technical issues and support their data infrastructure needs.IT Data & Analytics Developer - Indore, India."
Senior SQL Data Analyst,"Noida, Uttar Pradesh",DeepR Analytics,"₹6,00,000 - ₹12,00,000 a year",Organic,Querying historical high-frequency market data to identify price patterns.Hands-on experience with large scale data warehousing and analytics projects.
Senior SQL Data Analyst,"Noida, Uttar Pradesh",DeepR Analytics,"₹6,00,000 - ₹12,00,000 a year",Organic,Querying historical high-frequency market data to identify price patterns.Hands-on experience with large scale data warehousing and analytics projects.
Data Lake Developer,"Bengaluru, Karnataka",Mylan,"₹15,00,000 - ₹23,00,000 a year",Organic,Create data tools / products for analytics and data scientist team members that assist them in building and innovative solutions that drive tangible business…
Data Engineer,"Bengaluru, Karnataka","Ultramatics, Inc.",None,Organic,Create the next generation data and analytics tools to power digital transformation for analytics and data scientist team members.Temporarily due to COVID-19.
"IT Data & Analytics Developer (Indore, India Office)","Indore, Madhya Pradesh","BioUrja Trading, LLC",₹358 - ₹438 an hour,Organic,"Work with stakeholders to assist with data-related technical issues and support their data infrastructure needs.IT Data & Analytics Developer - Indore, India."
Machine Learning Developer,"Hyderabad, Telangana",Jigya,"₹3,25,000 - ₹4,25,000 a year",Organic,"Understanding of data structures, data modeling and software architecture.Analysis of huge data set.Study and transform data science prototypes."
Data Scientist,"Bengaluru, Karnataka",Verzeo Edutech Private Limited,"₹11,00,000 - ₹15,00,000 a year",Organic,"6.Understanding of data structures, data modeling, and software architecture.To identify, propose and build infrastructure, large-scale data pipelines, data…"
Junior Data Scientist,"Bengaluru, Karnataka",Flexi Careers India Private Limited,None,Organic,"Experience working with large data sets and distributed computing tools a plus (Map/Reduce, Hadoop, Hive, Spark, Python, R)."
Data Life Cycle Product Manager,"Hyderabad, Telangana",Novartis,None,Organic,Drive execution of enterprise wide data strategy by applying the standardized DLC Management approach aligned to FAIR data principles while leading global 2…
Machine Learning Internship,"Kurnool, Andhra Pradesh",Techshra,"₹10,000 a month",Organic,"Extract, transform and clean large (multi-TB) data sets in a Unix/Linux environment Skills & Requirements: 1.Only those students or freshers can apply who:"
Data Analyst (Contract),"Gurgaon, Haryana",Netomi,None,Organic,Evaluate and identify where enhancements of data to maintained higher quality data.Leverage multiple crowdsourcing strategies to collect training and test data…
"Architect, Global Data Analytics Delivery","Hyderabad, Telangana",PepsiCo,None,Organic,Technical knowledge around SAP modules/master data.Technical knowledge around SAP modules/master data.This includes end to end analytics/master data delivery…
Deputy Manager,India,Vodafone,None,Organic,"Provides deep technical analytical and data expertise to the business and other Data Scientists, using a wide variety of available data, to solve complex…"
Field Application Scientist (South),India,Premas Life Science,None,Organic,Demonstrated understanding of commonly-used sequencing data analysis software applications preferred.Demonstrated bioinformatics expertise and experience with…
Principal Data Scientist - AI Reasoning (Global AI Accelerat...,"Bengaluru, Karnataka",Ericsson,None,Organic,Define the data sourcing strategy and work with stakeholders to procure data.Work with new technologies and be the ambassador for them in AI Communities within…
Machine Learning Engineer (Contract),"Coimbatore, Tamil Nadu",Research Grid Ltd,"₹50,000 a month",Organic,Collaborate with a team of software engineers and data scientists.Plan and manage data projects.Ensure data quality and integrity.
Data Engineer II / Sr Data Engineer,"Mumbai, Maharashtra",Colgate-Palmolive,None,Organic,"The Data Engineer will support our software developers, data analysts and data scientists on data initiatives and will ensure optimal data delivery architecture…"
Senior Data Scientist,"Mumbai, Maharashtra",Crimson Interactive,None,Organic,"We have a passionate team of data scientists, coders, and linguists who have been working on it.You will identify and implement the best data-driven…"
"SRE - Data Analytics Engineer Pune, Maharashtra","Pune, Maharashtra",Carbon Black,None,Organic,Experience analyzing data for data quality and supporting the use of data in an enterprise setting.Build and maintain data pipelines to ingest and refresh AWS…
Data Analytics team lead,India,Larsen & Toubro Infotech Limited,None,Organic,"Experience – 5-7 years working in business analytics and data science.""Skills – Expert proficiency in programming, programmatic thinking, pseudo code writing."
Data Scientist,"Noida, Uttar Pradesh",Gauge Data Solutions,None,Organic,Experience with analyzing actual business data.Staying abreast with the latest techniques and algorithms used in data analytics and overseeing their adoption…
Research Associate / Scientist (CRO),"Hyderabad, Telangana",WDB Inida Private Limited,None,Organic,"Analyze and interpret analytical data results of organic molecules by using spectroscopy techniques like NMR, IR and Mass.R&D Scientist: 5 years (Required)."
Data Analyst / SME,"Bengaluru, Karnataka",Honeywell,None,Organic,"Join a team recognized for leadership, innovation and diversity.As a Procurement Project Management Specialist, you will have a strong understanding of project…"
Data Scientist,"Bengaluru, Karnataka",Zauba Corp,None,Organic,"Design and development of robust, scalable and highly efficient data engineering solutions for structured and unstructured data."
"Associate, Data Analytics",India,TeachForIndia,None,Organic,Ability to train staff and present data in a simplified and easily comprehensible manner.Experience of undertaking large sets of data and creating verifiable…
Data Scientist,"Mumbai, Maharashtra",Hookfish,None,Organic,"We are looking for a data scientist that will help us discover the information hidden in vast amounts of data, and help us make smarter decisions to deliver…"
Data Analyst,"Mohali Sas Nagar, Chandigarh",Enercross,"₹10,000 - ₹20,000 a month",Organic,"Analyzing data, Analyzing documents, and retrieving data from it, Arranging Data, Reporting discrepancies/changes in data sets to our clients in the US and…"
Data Lake Developer,"Bengaluru, Karnataka",Mylan,"₹15,00,000 - ₹23,00,000 a year",Organic,Create data tools / products for analytics and data scientist team members that assist them in building and innovative solutions that drive tangible business…
Data Engineer,"Bengaluru, Karnataka","Ultramatics, Inc.",None,Organic,Create the next generation data and analytics tools to power digital transformation for analytics and data scientist team members.Temporarily due to COVID-19.
Machine Learning Engineer (Contract),"Coimbatore, Tamil Nadu",Research Grid Ltd,"₹50,000 a month",Organic,Collaborate with a team of software engineers and data scientists.Plan and manage data projects.Ensure data quality and integrity.
"IT Data & Analytics Developer (Indore, India Office)","Indore, Madhya Pradesh","BioUrja Trading, LLC",₹358 - ₹438 an hour,Organic,"Work with stakeholders to assist with data-related technical issues and support their data infrastructure needs.IT Data & Analytics Developer - Indore, India."
Senior SQL Data Analyst,"Noida, Uttar Pradesh",DeepR Analytics,"₹6,00,000 - ₹12,00,000 a year",Organic,Querying historical high-frequency market data to identify price patterns.Hands-on experience with large scale data warehousing and analytics projects.
Data Lake Developer,"Bengaluru, Karnataka",Mylan,"₹15,00,000 - ₹23,00,000 a year",Organic,Create data tools / products for analytics and data scientist team members that assist them in building and innovative solutions that drive tangible business…
Business Analytics Internship,"Bengaluru, Karnataka",Arzooo,"₹15,000 a month",Organic,"Your interpretation of the data will require interaction with other teams to understand what the sources of data are, how this data might affect the business…"
"Data Scientist (Only from IIT, NIT,IIIT,IIM,VIT,BIT)","Bengaluru, Karnataka",Zycus,None,Organic,"Analyze data for trends and patterns, and Interpret data with a clear objective in mind.Experience working with and creating data architectures."
Data Scientist,"Chennai, Tamil Nadu",ECS,None,Organic,Key Responsibilities: Team leads for small or module leads for large teams.Responsible for delivery of assigned module/ components /phases of a project.
Data Scientist (Premium College),"Bengaluru, Karnataka",Zycus,None,Organic,"Analyze data for trends and patterns, and Interpret data with a clear objective in mind.Experience working with and creating data architectures."
Data Scientist - Sr. Analyst,"Bengaluru, Karnataka",Société Générale,None,Organic,Uses intuition and experience to complement data;Analytical - Ability to analyze data sets for irregularities.Knowledge of national as well as.
Senior Data Scientist,"Gurgaon, Haryana",dunnhumby,None,Organic,"Research new data science opportunities in areas of prediction, “big data” and/or “real time” analysis to identify new opportunities and give recommendations…"
User & Business Monetization - Associate Data Scientist,"Bengaluru, Karnataka",Truecaller,None,Organic,"We are looking for a data scientist that will help us discover the information hidden in vast amounts of data, and help us make smarter."
Data Analytics Engineer,"Chennai, Tamil Nadu",Vestas,None,Organic,"This team is also responsible for the operational data analytics of our KPIs, being in charge of developing formulas and dashboards as well as driving…"
Data Analyst,India,Credencys Solutions,None,Organic,"Technical expertise regarding data models, database sources & data mining.Acquire data from primary or secondary data sources and maintain databases in CRM."
Software Engineer (Machine Learning),"Delhi, Delhi",Perfect Intelligent Systems,None,Organic,"You will work on some challenging problems in Machine Learning, Natural Language Processing and.Image Processing using cutting-edge Machine Learning techniques…"
Data Engineer,"Bengaluru, Karnataka","Ultramatics, Inc.",None,Organic,Create the next generation data and analytics tools to power digital transformation for analytics and data scientist team members.Temporarily due to COVID-19.
Machine Learning Engineer (Contract),"Coimbatore, Tamil Nadu",Research Grid Ltd,"₹50,000 a month",Organic,Collaborate with a team of software engineers and data scientists.Plan and manage data projects.Ensure data quality and integrity.
Data Engineer II / Sr Data Engineer,"Mumbai, Maharashtra",Colgate-Palmolive,None,Organic,"The Data Engineer will support our software developers, data analysts and data scientists on data initiatives and will ensure optimal data delivery architecture…"
"IT Data & Analytics Developer (Indore, India Office)","Indore, Madhya Pradesh","BioUrja Trading, LLC",₹358 - ₹438 an hour,Organic,"Work with stakeholders to assist with data-related technical issues and support their data infrastructure needs.IT Data & Analytics Developer - Indore, India."
Senior SQL Data Analyst,"Noida, Uttar Pradesh",DeepR Analytics,"₹6,00,000 - ₹12,00,000 a year",Organic,Querying historical high-frequency market data to identify price patterns.Hands-on experience with large scale data warehousing and analytics projects.
Researcher – Data Analytics at Saint,"Chennai, Tamil Nadu",Saint-Gobain India,None,Organic,"Utilize big data analytics and advanced data mining techniques to direct the gathering of data, assess data validity and synthesize data into large analytics…"
Data Scientist,"Thiruvananthapuram, Kerala",netObjex,None,Organic,Develop custom data models and algorithms to apply to data sets.We are looking for a data scientist to help us discover the information hidden in vast amounts…
Data Scientist,"Mumbai, Maharashtra",XPO Logistics,None,Organic,"The selected candidate will possess a combination of data science skills including data wrangling, advanced programming and statistical analysis (machine…"
Artificial Intelligence (AI) & Machine Learning (ML) Interns...,"Jamshedpur, Jharkhand",AARHAT ISERV LLP,"₹5,000 - ₹10,000 a month",Organic,We at AARHAT ISERV are web strategy specialists and we help companies to seize the business opportunities offered by the internet guaranteeing professionalism…
Data Scientist,"Chennai, Tamil Nadu",Standard Chartered,None,Organic,Primary Location: ASEAN & South Asia-India-Chennai.Posting Date: 08/Jun/2020.We are a leading international bank focused on helping people and companies…
Data Analyst,"Thiruvananthapuram, Kerala",ACUWIN INNOVATIONS Pvt Ltd.,None,Organic,Develop data mining processes for large data files.Assess accuracy of new data sources and data gathering techniques.
Data Analytics Internship,"Pune, Maharashtra",Friends Union For Energising Lives (FUEL),"₹2,000 - ₹3,000 a month",Organic,"Acquire data from primary or secondary data sources and maintain databases/data systems 4.Develop and implement databases, data collection systems, data…"
Data Scientist,"Bengaluru, Karnataka",Changeleaders,"₹3,00,000 - ₹14,00,000 a year",Organic,Must have minimum of 4+ years of industry experience in developing data science models.If you interested Please Upload your upadated cv.
Senior Data Scientist,"Pune, Maharashtra",Aera Technology,None,Organic,Transform business problems into data problems.You will be working on new and challenging data science problems.
Data Scientist,"Chennai, Tamil Nadu",Sybrant Data,None,Organic,Experience worked in big data environment is an added advantage.2 - 4 years of experience in machine learning and data mining.
Data Lake Developer,"Bengaluru, Karnataka",Mylan,"₹15,00,000 - ₹23,00,000 a year",Organic,Create data tools / products for analytics and data scientist team members that assist them in building and innovative solutions that drive tangible business…
Data Engineer,"Bengaluru, Karnataka","Ultramatics, Inc.",None,Organic,Create the next generation data and analytics tools to power digital transformation for analytics and data scientist team members.Temporarily due to COVID-19.
Machine Learning Engineer (Contract),"Coimbatore, Tamil Nadu",Research Grid Ltd,"₹50,000 a month",Organic,Collaborate with a team of software engineers and data scientists.Plan and manage data projects.Ensure data quality and integrity.
"IT Data & Analytics Developer (Indore, India Office)","Indore, Madhya Pradesh","BioUrja Trading, LLC",₹358 - ₹438 an hour,Organic,"Work with stakeholders to assist with data-related technical issues and support their data infrastructure needs.IT Data & Analytics Developer - Indore, India."
Senior SQL Data Analyst,"Noida, Uttar Pradesh",DeepR Analytics,"₹6,00,000 - ₹12,00,000 a year",Organic,Querying historical high-frequency market data to identify price patterns.Hands-on experience with large scale data warehousing and analytics projects.
Data Engineer,"Bengaluru, Karnataka","Ultramatics, Inc.",None,Organic,Create the next generation data and analytics tools to power digital transformation for analytics and data scientist team members.Temporarily due to COVID-19.
Machine Learning Engineer (Contract),"Coimbatore, Tamil Nadu",Research Grid Ltd,"₹50,000 a month",Organic,Collaborate with a team of software engineers and data scientists.Plan and manage data projects.Ensure data quality and integrity.
Data Engineer II / Sr Data Engineer,"Mumbai, Maharashtra",Colgate-Palmolive,None,Organic,"The Data Engineer will support our software developers, data analysts and data scientists on data initiatives and will ensure optimal data delivery architecture…"
"IT Data & Analytics Developer (Indore, India Office)","Indore, Madhya Pradesh","BioUrja Trading, LLC",₹358 - ₹438 an hour,Organic,"Work with stakeholders to assist with data-related technical issues and support their data infrastructure needs.IT Data & Analytics Developer - Indore, India."
Data Scientist-Artificial Intelligence,"Mumbai, Maharashtra",legalbabu corporate services pvt ltd,None,Organic,"Understanding of data structures, data modelling and software architecture.Supervising the data acquisition process if more data is needed."
Senior Data Scientist,"Bengaluru, Karnataka",GSK,None,Organic,"Knowledge of the data landscape in healthcare (EHR, claims data, real world data, HEOR data).Lead the collaborate with local and global teams to ensure data…"
Machine Learning Engineer/Data Scientist,"Bengaluru, Karnataka",Autodesk,None,Organic,"Experience with Sagemaker and data pipelines in AWS.Working closely with data scientists, domain experts and sales team, both to understand model performance…"
Data Scientist,"Pune, Maharashtra",Talentica Software India,None,Organic,The goal of this team is to solve problems and build algorithms that are typically data driven.The data science team works under the purview of the Technology…
Data Scientist,"Pune, Maharashtra",GridEdge Technologies,None,Organic,Extending company’s data with third party sources of information when needed.Enhancing data collection procedures to include information that is relevant for…
User & Business Monetization - Associate Data Scientist,"Bengaluru, Karnataka",True Caller,None,Organic,"We are looking for a data scientist that will help us discover the information hidden in vast amounts of data, and help us make smarter."
Data Scientist,"Mumbai, Maharashtra",Sanofi,None,Organic,Experience with any of the following: biomedical data types/population health data/real world data/novel data streams.
"Data Scientist, Advanced Analytics","Gurgaon, Haryana",ICL Systems,None,Organic,Evaluate data analysis models and procedures.Develop teams capabilities in data science and machine learning and apply them to create new data driven insights…
Data Scientist,Karnataka,Tenzai,None,Organic,Comfortable with exploring large data sets.Develops recommendation from complex data and business analyses and formulates them into business plan.
CTO process analytics analyst (Anyst/AVP),"Mumbai, Maharashtra",Deutsche Bank,None,Organic,"Train team members and divisions on methodology and data analytics.Understand the divisions' objectives and pain points, and measure them using data analytics."
Senior SQL Data Analyst,"Noida, Uttar Pradesh",DeepR Analytics,"₹6,00,000 - ₹12,00,000 a year",Organic,Querying historical high-frequency market data to identify price patterns.Hands-on experience with large scale data warehousing and analytics projects.
Data Lake Developer,"Bengaluru, Karnataka",Mylan,"₹15,00,000 - ₹23,00,000 a year",Organic,Create data tools / products for analytics and data scientist team members that assist them in building and innovative solutions that drive tangible business…
Data Engineer II / Sr Data Engineer,"Mumbai, Maharashtra",Colgate-Palmolive,None,Organic,"The Data Engineer will support our software developers, data analysts and data scientists on data initiatives and will ensure optimal data delivery architecture…"
Assistant Manager - Analytics,"Mumbai, Maharashtra",Colgate-Palmolive,None,Organic,"Experience with third-party data i.e., syndicated market data, Point of Sales, etc.Mine data through various technologies like BigQuery and SQL."
Programmer/ Data Analyst,"Panchkula, Haryana",Government of Haryana,"₹27,200 a month",Organic,"Office of the Director General of Police Crime Haryana Recruitment 2020 - Programmer/ Data Analyst Vacancies - Diploma/ ITI/ 12TH Qualification - 27,200 Salary …"
Principal Data Scientist,None,DirecTech Labs,None,Organic,The chance to work for a “data” company building “data” products.You have an expert command of SQL and Python as applied to data science with experience.
Data Engineer / Data Analyst,"Mumbai, Maharashtra",Morgan Stanley,None,Organic,"2-5 years experience as a data analyst, data engineer, data scientist, business analysis or related quantitative analyst.POSTING DATE: Jun 18, 2020."
Senior Data Scientist,India,TCG Digital,None,Organic,Typical activities will include:Interacting with business stake holders for gathering requirementsAnalysing data to develop key insights on business trends and…
Project Scientist-I,"New Delhi, Delhi",ICAR-National Bureau of Plant Genetic Resources,"₹56,000 a month",Organic,"Experience in analyses of high throughput SNP genotyping, re-sequencing and transcriptomics data.I. Experience in analyses of high throughput SNP genotyping,…"
MASTER DATA SCIENTIST,"Bengaluru, Karnataka",Inference Labs,None,Organic,"Experience in diagnosis and prognosis of machines for early detection of signs of failure using ML techniques, using sensor data to analyze trend & patterns for…"
Research Scientist,"Gurgaon, Haryana",Fresenius Kabi Oncology,None,Organic,Planning of stability studies and reviewing of development and stability data.Experience 1 - 2 years experience in formulation development of injectables for…
Data Analyst,"Mumbai, Maharashtra",Paper Boat Apps Pvt Ltd,None,Organic,"Execute research and analysis, including data gathering, processing and modelling from different data sources.Total work: 2 years (Preferred)."
Junior Research Scientist,India,Syngenta,None,Organic,Efficiently conducts experiments using established test methods to produce high quality data and results with limited repeat testing.
Data Analyst,India,MJB Technology Solutions,None,Organic,Experience with connecting Tableau to multiple data sources.Ability to gather unstructured data from various source and structure it for usage.
Machine Learning Engineer (Contract),"Coimbatore, Tamil Nadu",Research Grid Ltd,"₹50,000 a month",Organic,Collaborate with a team of software engineers and data scientists.Plan and manage data projects.Ensure data quality and integrity.
Data Engineer,"Bengaluru, Karnataka","Ultramatics, Inc.",None,Organic,Create the next generation data and analytics tools to power digital transformation for analytics and data scientist team members.Temporarily due to COVID-19.
Data Lake Developer,"Bengaluru, Karnataka",Mylan,"₹15,00,000 - ₹23,00,000 a year",Organic,Create data tools / products for analytics and data scientist team members that assist them in building and innovative solutions that drive tangible business…
"IT Data & Analytics Developer (Indore, India Office)","Indore, Madhya Pradesh","BioUrja Trading, LLC",₹358 - ₹438 an hour,Organic,"Work with stakeholders to assist with data-related technical issues and support their data infrastructure needs.IT Data & Analytics Developer - Indore, India."
Senior SQL Data Analyst,"Noida, Uttar Pradesh",DeepR Analytics,"₹6,00,000 - ₹12,00,000 a year",Organic,Querying historical high-frequency market data to identify price patterns.Hands-on experience with large scale data warehousing and analytics projects.
Data Engineer II / Sr Data Engineer,"Mumbai, Maharashtra",Colgate-Palmolive,None,Organic,"The Data Engineer will support our software developers, data analysts and data scientists on data initiatives and will ensure optimal data delivery architecture…"
Assistant Manager - Analytics,"Mumbai, Maharashtra",Colgate-Palmolive,None,Organic,"Experience with third-party data i.e., syndicated market data, Point of Sales, etc.Mine data through various technologies like BigQuery and SQL."
Business Analytics part time job/internship at Chennai,"Chennai, Tamil Nadu",INNATE ALLIANCE,"₹8,000 a month",Organic,Innate Alliance is a strategic consulting firm supporting business based in Middle-East and Asia.We also partner with a B2B enterprise solution entity based in…
Customer Data Scientist (Chennai),"Chennai, Tamil Nadu",h2o.ai,None,Organic,"Can you code proficiently in at least one language used by data scientists and/or data engineers, and does it excite you to learn more?"
Data Scientist,"Bengaluru, Karnataka",CogniSure,None,Organic,Develop custom data models and algorithms to apply to data sets.Assess the effectiveness and accuracy of new data sources and data gathering techniques.
Data Scientist,"Pune, Maharashtra",Nitor Infotech,None,Organic,"Collaborate with a cross-functional team including data scientists, business analysts and software engineers.Hands-on experience as a Data Scientist."
"Associate / Senior Associate, Business Analytics","Bengaluru, Karnataka",Razorpay,None,Organic,Execute quantitative analysis that translates data into actionable insights.Are you interested in identifying discrepancies and spot patterns from massive…
Germplasm Enhancement Scientist,"Bengaluru, Karnataka",Bayer,None,Organic,Develop a germplasm scientist program matrix to achieve the desired goal in timely manner.Work with genetic discovery scientist and breeding team to understand…
Data Analyst,"Hyderabad, Telangana",Novartis,None,Organic,3 years of data steward experience.Experience executing defined data governance models.This role will leverage deep familiarity with procurement data and an…
Senior Data Scientist,"Hyderabad, Telangana",TCPWave,None,Organic,"A senior data scientist will assist customers by being able to deliver a ML / DL project from beginning to end, including understanding the business need."
Data Scientist III,"Mumbai, Maharashtra",General Mills,None,Organic,General Mills is seeking a Data Scientist to join a new data science team in the Global Business Solutions (shared services organization) that is tasked with…
Experienced Associate - IPS Data Analytics,"Mumbai, Maharashtra",PwC,None,Organic,"Knowledge of data mining tools like Alteryx.Knowledge of statistical data analysis software like R, SAS.A career in our Advisory Service Delivery Centre is…"
Machine Learning Engineer (Contract),"Coimbatore, Tamil Nadu",Research Grid Ltd,"₹50,000 a month",Organic,Collaborate with a team of software engineers and data scientists.Plan and manage data projects.Ensure data quality and integrity.
Data Engineer,"Bengaluru, Karnataka","Ultramatics, Inc.",None,Organic,Create the next generation data and analytics tools to power digital transformation for analytics and data scientist team members.Temporarily due to COVID-19.
Data Lake Developer,"Bengaluru, Karnataka",Mylan,"₹15,00,000 - ₹23,00,000 a year",Organic,Create data tools / products for analytics and data scientist team members that assist them in building and innovative solutions that drive tangible business…
"IT Data & Analytics Developer (Indore, India Office)","Indore, Madhya Pradesh","BioUrja Trading, LLC",₹358 - ₹438 an hour,Organic,"Work with stakeholders to assist with data-related technical issues and support their data infrastructure needs.IT Data & Analytics Developer - Indore, India."
Senior SQL Data Analyst,"Noida, Uttar Pradesh",DeepR Analytics,"₹6,00,000 - ₹12,00,000 a year",Organic,Querying historical high-frequency market data to identify price patterns.Hands-on experience with large scale data warehousing and analytics projects.
Data Engineer II / Sr Data Engineer,"Mumbai, Maharashtra",Colgate-Palmolive,None,Organic,"The Data Engineer will support our software developers, data analysts and data scientists on data initiatives and will ensure optimal data delivery architecture…"
Assistant Manager - Analytics,"Mumbai, Maharashtra",Colgate-Palmolive,None,Organic,"Experience with third-party data i.e., syndicated market data, Point of Sales, etc.Mine data through various technologies like BigQuery and SQL."
Data Analyst,"New Delhi, Delhi",SSPL,None,Organic,"For planning and coordinating activities, organizations remain in invariant communication with one another and the data transfer has to be performed efficiently…"
Financial Analytics Internship,"Mumbai, Maharashtra",Iris Business Services Limited,"₹10,000 - ₹15,000 a month",Organic,IRIS Business Services Limited is a leading structured data solutions company with a global presence in regulatory and compliance reporting software.
Research Scientist,"Noida, Uttar Pradesh",i3nanotec,None,Organic,Compilation and interpretation of eperimental data and drafting of technical reports.Manpower Requisition No MPR#17052GFM Department Business Sustainability.
Data Analyst,"Jaipur, Rajasthan",Astegic,None,Organic,"Acquire data from primary or secondary data sources and maintain databases/data systems.Providing technical expertise in data storage structures, data mining,…"
Pharmacovigilance Specialist Fresher,"Pune, Maharashtra",report monitors,"₹17,000 - ₹20,000 a month",Organic,The PV Scientist is largely responsible for coordinating and management of review and analysis of aggregate safety data concerning the product portfolio.
Data Analyst,"Bengaluru, Karnataka",MarketOne International (India),None,Organic,[4-5] years of experience as a data analyst with MS Access DB’s.MarketOne is looking for a Data Analyst to join our team in our Bangalore office.
