Title,Location,Company,Salary,Sponsored,Description
Application Engineer,"Pune, Maharashtra",MOONS' INTELLIGENT MOTION SYSTEM INDIA PVT. LTD,None,Organic,"We are looking for application engineers to be based in our Pune office.
Application engineer to be conversant with Servomotors, Servodrive, stepper motors , drives and different automation products like PLC,Motion controller and various industrial protocols for motion control such as ETHERCAT, CANOpen, Ethernet IP , MODBUS, Profinet etc.
Knowledge of working on PLC' Motion controller is must
Please mail your resumes soon.
Job Type: Full-time
Experience:
total work: 5 years (Preferred)
PLC programmer , Motion control: 5 years (Preferred)
Education:
Bachelor's (Preferred)
Work Remotely:
No"
Software Developer,"Pune, Maharashtra",Intellection Software & Technologies Pvt. Ltd.,"₹4,00,000 - ₹8,00,000 a year",Organic,"Functional Area Other
Industry Type Other
Keywords Javascript,HTML,jQuery,Open source,Web development,bootstrap,CSS,HTML Javascript
Software Developer (Full Stack)

Experience :

0 - 1 years, preferably fresher Qualification :

Graduate or post graduate in Engineering or MCA with exposure to full stack web development
Condition min 65% in 10th 12th and BE Required Skill

Exp. in HTML, CSS, Bootstrap, Javascript, JQuery, APIs
Good to have knowledge of Google Dialogflow, NodeJS, ExpressJS, ReactJS
Eager to learn diverse open source technologies and interest in creating conversational chatbots
Desired Candidate Profile
Profile Description
NA
Under Graduate Qualification
PG Qualifications Any PG Course (Any Specialization)
Note: Candidate should have either UG or PG qualifications"
Net Developer C# VB for RPA,"Mohali Sas Nagar, Chandigarh",Auxiliobits Technologies Pvt Ltd,"₹15,000 - ₹30,000 a month",Organic,"Should have knowledge of c# .net concepts
REST API calling. Postman
DataTables And their operations
Database queries
LINQ
OOPS
Uipath knowledge is a plus with certifications and academy trainings
Python knowledge is a plus
Job Type: Full-time
Salary: ₹15,000.00 to ₹30,000.00 /month
Experience:
software development: 1 year (Preferred)
total work: 1 year (Preferred)
c#: 1 year (Preferred)
HTML: 1 year (Preferred)
Education:
Bachelor's (Required)
Benefits:
Paid leaves / Leave encashment
Travel allowance
Work from home
Flexible work hours
Industry:
Software Development
Work Remotely:
Yes"
"Software Consultant (ASP.Net Core, Asp.Net MVC and MS SQL Se...","Bhubaneshwar, Orissa",ITPlusPoint Solution Pvt. Ltd.,None,Organic,"Develops code and supporting documentation
Works in a team environment to develop, test and deploy software changes
Works with clients to understand and implement new requirements
Provides operational support when necessary
Works the product backlog of features and bugs
Provides input on new designs and architecture as needed
Develops a well-tested, high performance, scalable web application
Stays current on new technologies and best practices
Strong experience with Microsoft ASP.Net Core, ASP.Net MVC and Web API
Experience with Microsoft SQL Server.
Experience with database normalization and design.
Experience with Microsoft .Net, MVC, Entity Framework, Web form, Window form/Desktop application WCF, Web API and business layer and front-end technologies.
Working experience in Agile development environment.
Experience with integration of third party API will be plus point
Experience with AJAX, HTML5, JavaScript/jQuery and CSS3.
Xml and Angular JS, node js .
Experience with Object-Oriented Design (OOD), distributed architectures.
Experience with multi-tier and cross-platform architectures.
Experience with developing of IT architecture plans and software development methodologies.
Deep knowledge of the .NET & MVC Framework, including Visual Studio, ASP.NET, ASMX and WCF, Web Services, and ADO.NET.
Strong knowledge of software implementation best practices.
Strong experience designing and working with n-tier architectures (UI, Business Logic Layer, Data Access Layer) along with some experience with service-oriented architectures (SOA).
Ability to design and optimize SQL Server stored procedures.
Experience with JQuery or similar technologies.
Ability to adapt quickly to an existing, complex environment.
Ability to quickly learn new concepts and software is necessary.
Candidate should be a self-motivated, independent, detail oriented, responsible team-player and exhibit exceptional relationship management skills.
Passionate about building high-quality systems with software implementation best practices while leading and mentoring a team of developers.
Remote / Work from Home - till Covid -19 pandemic situation
Work Location : Bhubaneswar, Odisha, India
Job Types: Full-time, Part-time
Experience:
ASP.Net Core, ASP.Net MVC and MS SQL Server : 2 years (Required)
total work: 2 years (Required)
Work Remotely:
Temporarily due to COVID-19"
Drupal Developer(Only from IT background) (Jr/Sr.),"Ahmedabad, Gujarat",KrishaWeb Technologies Pvt Ltd,"₹15,000 - ₹45,000 a month",Organic,"Required Qualification: B.CA, M.CA, BE, B.TECH, M.SC.IT with working experience in IT
Having Knowledge about :
Drupal CMS including D7 & D8.
Theme integration, Custom module development,
e-commerce and multilingual platform.
Drush, Composer, Drupal console.
updating core and module with migrate data form 3rd party server.
Knowledge of PHP & Twig template.
Having experience with HTML/CSS/JavaScript/JQuery.
Write Good Quality Software that Complies With Drupal Coding Standards.
Code Versioning Tool GIT, SVN.
Pantheon and Acquia environment
FTP, SFTP, and SSH to upload and download files.
Understand the client’s business needs and develops a solution with necessary validations.
Maintain Existing Web Applications and Appropriate Documentation With Code.
Undertake Quality Assurance and Testing For Functionalities Developed.
English communication skill is required.
Drupal 8, Drupal 9, Web developer
Job Type: Full-time
Salary: ₹15,000.00 to ₹45,000.00 /month
Experience:
work: 2 years (Preferred)
total work: 2 years (Preferred)
Education:
Master's (Preferred)"
"IT Data & Analytics Developer (Indore, India Office)","Indore, Madhya Pradesh","BioUrja Trading, LLC",₹358 - ₹438 an hour,Organic,"IT Data & Analytics Developer - Indore, India
The Developer shall work with the analysts to develop and maintain automation tools primarily to facilitate analysis and data-flow. The activities shall cover a wide range. It shall involve extracting, transforming and loading the data from various vendors and resources to databases, maintaining consistency in data sources. The developer shall be part of the initial team and will have an opportunity to design system and schemas from scratch.
Essential Job Functions
Build and Optimize the MS SQL Server Database around 3TB of data.
Work with stakeholders to assist with data-related technical issues and support their data infrastructure needs.
Perform data integrity, quality and audit checks.
Prototype and build dashboards integrating multiple data sources.
Performance Tuning of the SQL Server databases and tables.
Write SQL queries and stored procedures to surface data to business owners and applications.
Create, publish and maintain ETL jobs.
Pushing timely data to Tableau Server and prepare Tableau Reports.
Data Mining techniques.
Other Skills & Abilities
Bachelors in Engineering or Technology at a reputed University.
4-6 years’ experience at a major software development company or Team.
Advanced knowledge & experience of programming in SQL Server - stored procedures, views and SSIS.
Knowledge of reporting tools - Tableau Server/ Tableau Desktop/ Power BI.
Entrepreneurial spirit and ability to get things done under pressure.
Desire to work in a team-oriented culture.
BioUrja Group is an EEO employer. All qualified candidates will receive consideration for all positions without regard to race, color, age, religion, sex (including pregnancy), sexual orientation, gender identity, national origin, veteran status, disability, genetic information, or any other characteristic protected by law.
BioUrja Group is not currently accepting unsolicited resumes from search firms for this position. Regardless of past practice, all resumes submitted by search firms to any employee at BioUrja Group via-email, the Internet or directly to hiring managers at BioUrja Group in any form without a valid written agreement in place for that specific position will be deemed the sole property of BioUrja Group. As a result, no fee will be paid in the event the candidate is hired by BioUrja Group.
Job Type: Full-time
Pay: ₹358.00 - ₹438.00 per hour
Experience:
work: 1 year (Preferred)
total work: 1 year (Preferred)
Education:
Secondary(10th Pass) (Preferred)
Industry:
Information Design & Documentation"
Sr. Ruby on Rails Developer,"Ahmedabad, Gujarat",AppLocum International,None,Organic,"Job Summary
Solid understanding of Ruby and object-oriented programming.
Experience with Ruby on Rails, along with other common libraries such as RSpec and Resque
Good understanding of the syntax of Ruby and its nuances
Experience with Ruby On Rails MVC app and REST APIs.
Basic understanding of front end technologies, such as HTML, javascript, bootstrap, CSS.
Experience working with background and Cron-jobs.
Experience in testing frameworks such as Rspec, Cucumber.
Good knowledge of relational database and have worked with PostgreSQL/MySql.
Ability to integrate multiple data sources and databases into one system
Understanding of fundamental design principles behind a scalable application
Able to create database schemas that represent and support business processes
Able to implement automated testing platforms and unit tests
Proficient understanding of code versioning tools such as Git
Familiarity with development aiding tools such as Bower, Bundler, Rake, etc
Familiarity with continuous integration
Knowledge or Experience working with Graphql API and AWS
Responsibilities and Duties
Design, build and maintain efficient, reusable, and reliable Ruby code
Integration of data storage solutions {{may include databases, key-value stores, blob stores, etc.}}
Integration of user-facing elements developed by front-end developers with server-side logic
Identify bottlenecks and bugs, and devise solutions to these problems
Help maintain code quality, organization and automatization
A knack for writing clean, readable Ruby code
Key Skills
Ruby on Rails, REST APIs, PostgreSQL/MySql, Graphql API and AWS,
Required Experience and Qualifications
4-5 Years
Job Type: Full-time
Experience:
work: 3 years (Preferred)
Industry:
IT Operations & Helpdesk
Work Remotely:
Temporarily due to COVID-19"
Dot Net Developer,"Jaipur, Rajasthan",Codunite Private Limited,"₹10,000 - ₹16,000 a month",Organic,"We have an urgent opening for ASP.Net with c# Developers in our organisation.Position : Developer, Very good knowledge for development on ASP.NET * Strong understanding of Object Oriented Programming with knowledge in Database. Hands-on experience in C#, ASP.Net MVC, Web API, Entity framework, Exposure in JQuery, AJAX & JSON or any JavaScript Libraries /JQuery/Node.JS) and SQL Server Database.* Integration of the front-end and back-end aspects of web applications. Design of the overall architecture of web applications and internal API* Strong knowledge writing and optimizing SQL queries, stored procedures, database triggers and indexes. * Experience in any Software Industries.
Job Type: Full-time
Salary: ₹10,000.00 to ₹16,000.00 /month
Experience:
Sql Dba: 1 year (Required)
C#: 1 year (Required)
DOTNET: 1 year (Required)
HTML: 1 year (Required)
Education:
Secondary(10th Pass) (Required)
Work Remotely:
Yes"
Exp App developer (Android),"Delhi, Delhi",Teleone Consumers Product Pvt. ltd,"₹17,500 - ₹35,000 a month",Organic,"We need App developer (Android)
Should have minimum 1-2 year of experience .
Must be comfortable using any digital art creation tools such as Photoshop, pixelmator, procreate or other commonly used tools, to create digital art .
Designing and developing App features from prototype to full implementation.
Will be creating artwork for a mobile App for Android.
Job Type: Full-time
Salary: ₹17,500.00 to ₹35,000.00 /month
Experience:
work: 3 years (Required)
total work: 4 years (Required)
Developer: 4 years (Required)
Java: 1 year (Preferred)
Education:
Bachelor's (Required)"
Drupal Developer(Only from IT background) (Jr/Sr.),"Ahmedabad, Gujarat",KrishaWeb Technologies Pvt Ltd,"₹15,000 - ₹45,000 a month",Organic,"Required Qualification: B.CA, M.CA, BE, B.TECH, M.SC.IT with working experience in IT
Having Knowledge about :
Drupal CMS including D7 & D8.
Theme integration, Custom module development,
e-commerce and multilingual platform.
Drush, Composer, Drupal console.
updating core and module with migrate data form 3rd party server.
Knowledge of PHP & Twig template.
Having experience with HTML/CSS/JavaScript/JQuery.
Write Good Quality Software that Complies With Drupal Coding Standards.
Code Versioning Tool GIT, SVN.
Pantheon and Acquia environment
FTP, SFTP, and SSH to upload and download files.
Understand the client’s business needs and develops a solution with necessary validations.
Maintain Existing Web Applications and Appropriate Documentation With Code.
Undertake Quality Assurance and Testing For Functionalities Developed.
English communication skill is required.
Drupal 8, Drupal 9, Web developer
Job Type: Full-time
Salary: ₹15,000.00 to ₹45,000.00 /month
Experience:
work: 2 years (Preferred)
total work: 2 years (Preferred)
Education:
Master's (Preferred)"
Dot Net Developer,"Jaipur, Rajasthan",Codunite Private Limited,"₹10,000 - ₹16,000 a month",Organic,"We have an urgent opening for ASP.Net with c# Developers in our organisation.Position : Developer, Very good knowledge for development on ASP.NET * Strong understanding of Object Oriented Programming with knowledge in Database. Hands-on experience in C#, ASP.Net MVC, Web API, Entity framework, Exposure in JQuery, AJAX & JSON or any JavaScript Libraries /JQuery/Node.JS) and SQL Server Database.* Integration of the front-end and back-end aspects of web applications. Design of the overall architecture of web applications and internal API* Strong knowledge writing and optimizing SQL queries, stored procedures, database triggers and indexes. * Experience in any Software Industries.
Job Type: Full-time
Salary: ₹10,000.00 to ₹16,000.00 /month
Experience:
Sql Dba: 1 year (Required)
C#: 1 year (Required)
DOTNET: 1 year (Required)
HTML: 1 year (Required)
Education:
Secondary(10th Pass) (Required)
Work Remotely:
Yes"
Sr. Ruby on Rails Developer,"Ahmedabad, Gujarat",AppLocum International,None,Organic,"Job Summary
Solid understanding of Ruby and object-oriented programming.
Experience with Ruby on Rails, along with other common libraries such as RSpec and Resque
Good understanding of the syntax of Ruby and its nuances
Experience with Ruby On Rails MVC app and REST APIs.
Basic understanding of front end technologies, such as HTML, javascript, bootstrap, CSS.
Experience working with background and Cron-jobs.
Experience in testing frameworks such as Rspec, Cucumber.
Good knowledge of relational database and have worked with PostgreSQL/MySql.
Ability to integrate multiple data sources and databases into one system
Understanding of fundamental design principles behind a scalable application
Able to create database schemas that represent and support business processes
Able to implement automated testing platforms and unit tests
Proficient understanding of code versioning tools such as Git
Familiarity with development aiding tools such as Bower, Bundler, Rake, etc
Familiarity with continuous integration
Knowledge or Experience working with Graphql API and AWS
Responsibilities and Duties
Design, build and maintain efficient, reusable, and reliable Ruby code
Integration of data storage solutions {{may include databases, key-value stores, blob stores, etc.}}
Integration of user-facing elements developed by front-end developers with server-side logic
Identify bottlenecks and bugs, and devise solutions to these problems
Help maintain code quality, organization and automatization
A knack for writing clean, readable Ruby code
Key Skills
Ruby on Rails, REST APIs, PostgreSQL/MySql, Graphql API and AWS,
Required Experience and Qualifications
4-5 Years
Job Type: Full-time
Experience:
work: 3 years (Preferred)
Industry:
IT Operations & Helpdesk
Work Remotely:
Temporarily due to COVID-19"
Application Engineer,"Pune, Maharashtra",MOONS' INTELLIGENT MOTION SYSTEM INDIA PVT. LTD,None,Organic,"We are looking for application engineers to be based in our Pune office.
Application engineer to be conversant with Servomotors, Servodrive, stepper motors , drives and different automation products like PLC,Motion controller and various industrial protocols for motion control such as ETHERCAT, CANOpen, Ethernet IP , MODBUS, Profinet etc.
Knowledge of working on PLC' Motion controller is must
Please mail your resumes soon.
Job Type: Full-time
Experience:
total work: 5 years (Preferred)
PLC programmer , Motion control: 5 years (Preferred)
Education:
Bachelor's (Preferred)
Work Remotely:
No"
Android Developer,"Gurgaon, Haryana",Televisory (India) Pvt. Ltd,None,Organic,"Job Description:
We are looking for an Android Developer who have passion for pushing mobile technologies to the limits. This Android app developer will work with our team of engineers to design and build the mobile application.
Responsibilities
Design and build advanced applications for the Android platform.
Collaborate with cross-functional teams to define, design, and ship new features.
Work with outside data sources and APIs
Unit-test code for robustness, including edge cases, usability and general reliability.
Work on bug fixing and improving application performance.
Continuously discover, evaluate and implement new technologies to maximize development efficiency.
Requirements
BS/MS degree in Computer Science, Engineering or a related subject.
Proven software development experience and Android skills development.
Proven working experience in Android app development.
Have published at least one original Android app.
Experience with Android SDK
Experience working with remote data via REST and JSON.
Experience working with chart representation of data.
Experience with third-party libraries and APIs
Working knowledge of the general mobile landscape, architectures, trends, and emerging technologies.
Solid understanding of the full mobile development life cycle.
Financial data knowledge is a plus
Type of Employment: Full-time
Location: Gurgaon
Company profile: please login to - https://www.televisory.com
Job Type: Full-time
COVID-19 considerations:
Yes, we are responding to COVID-19, we are ensuring our best support to our employees, as of now we are operating from home (WFH) and further also we will do our best in taking required measures in office - sanitization, face masks, social distancing"
Software Developer,"Pune, Maharashtra",Intellection Software & Technologies Pvt. Ltd.,"₹4,00,000 - ₹8,00,000 a year",Organic,"Functional Area Other
Industry Type Other
Keywords Javascript,HTML,jQuery,Open source,Web development,bootstrap,CSS,HTML Javascript
Software Developer (Full Stack)

Experience :

0 - 1 years, preferably fresher Qualification :

Graduate or post graduate in Engineering or MCA with exposure to full stack web development
Condition min 65% in 10th 12th and BE Required Skill

Exp. in HTML, CSS, Bootstrap, Javascript, JQuery, APIs
Good to have knowledge of Google Dialogflow, NodeJS, ExpressJS, ReactJS
Eager to learn diverse open source technologies and interest in creating conversational chatbots
Desired Candidate Profile
Profile Description
NA
Under Graduate Qualification
PG Qualifications Any PG Course (Any Specialization)
Note: Candidate should have either UG or PG qualifications"
Downstream - Oil and Gas-Developer,"Bengaluru, Karnataka",Wipro LTD,None,Organic,"Bengaluru, India
BE / BTech
1371748
Job Description
Key skills required for the job are: n Downstream - Oil and Gas-L3, (Mandatory) and Refinery Sample Manager-L3, (Optional).As a Senior Developer, you are responsible for development, support, maintenance and implementation of a complex project module. You should have good experience in application of standard software development principles. You should be able to work as an independent team member, capable of applying judgment to plan and execute your tasks. You should have in-depth knowledge of at least one development technology/ programming language. You should be able to respond to technical queries / requests from team members and customers. You should be able to coach, guide and mentor junior members in the team. Minimum work experience: 3 - 5 YEARS

Roles and Responsibilities
Mandatory Skills: Downstream - Oil and Gas-L3
Desirable Skills: Refinery Sample Manager-L3
Language Skills: Refinery Sample Manager-L3
Experience Range: 3-5 YEARS
Employment Type: permanent"
Android Developer,"Ahmedabad, Gujarat",PM Communications,"₹15,000 - ₹35,000 a month",Organic,"PM Communications is Hiring for an experienced Android Developer in Ahmedabad.
Job Type: Full-time
Salary: ₹15,000.00 to ₹35,000.00 /month
Experience:
Android development: 1 year (Preferred)
work: 1 year (Preferred)
total work: 1 year (Preferred)
Education:
Secondary(10th Pass) (Preferred)
Programming Languages needed:
Java (Preferred)
Industry:
Software Development
Work Remotely:
No"
Android Developer,"Delhi, Delhi",RoadCast,None,Organic,"Job Detail
Department
Android Developer
Location
Delhi
Job Type:
Full Time
Qualifications
Graduate
Experience
2-4 Years
Offered Salary
Industry Standard
Android Developer
Strong OO design and programming skills in Java. Familiar with the Android SDK and Android Studio. Knowledge of SQLite/Realm, MySQL or similar database management system. Working knowledge on firebase."
Database Developer (SQL Server + SSIS + Azure) with good aca...,"Hinjewadi, Maharashtra",TDG,None,Organic,"Role: SE/SSE
Location: Pune, Hinjewadi Phase-1
Work Time: 12:30 pm to 9:30 pm

Technical Skills
Must have BS in Computer Science/Computer Information Systems
Development Experience in Microsoft Azure Cloud environment Azure SQL, Azure Data Factory, Data Lake.
Proficient in SSIS packages
Strong knowledge of Data Warehouse concepts with experience in data modelling.
Maintains a strong knowledge base of new applications, techniques, and skills
Strong problem-solving and analytic skills; must be proactive and take initiative
Summary & Responsibilities
Relevant experience in application development, maintenance, and support, preferably on Microsoft Azure SQL Data Warehouse
Hands-on knowledge of Azure SQL Data Warehouse architecture, and best practices
ability to create, maintain and optimize queries, views, and stored procedures. Should be able to analyse and understand complex queries.
Strong ETL knowledge, with Hands-on experience on ETL tools, preferably Azure Data Factory.
ability to work with large volumes of data from multiple sources; Should be able to design the data flow, extract data from different sources, enrich and present in a format ready to address business needs.
Solid experience in performance tuning of queries and applications. Should be able to continuously review the design of applications, recommending changes for better performance.
Ability to focus on performance optimization of the landscape and individual applications, by continuously monitoring the system to ensure optimal performance at all times
A database developer develops database right from the scratch
He collects data, analyzes the collected information, designs algorithms, draws flowcharts and then implements code for the logic developed through algorithms and flowcharts
During the code development process of the database a developer has to develop appropriate queries that can help him to retrieve data from the database, look into the security issues of the data and develop structures, procedures and triggers
He also has to design Relational Database models and test the developed code with test data to make sure the code is error free
If any errors are thrown when the code is running then they should be corrected and once again tested
Database developers are also supposed to prepare and maintain report of the entire backend development life cycle
Once the development process is completed and all the front end modules are ready, database developers need to work with the front end development team and help in integrating the modules together
If the modules are successfully integrated then the integrated code is again tested by the testers and errors if any are sent to the development team for fixing.
If integration of the modules fails then the database development team has to rework on the modules and fix the problem.
Regards
Priyanka Mahajan
9607984354
tdg-recruitment@thedigitalgroup.com"
Android Developer,"Ahmedabad, Gujarat",Adeline Infotech,"₹2,40,000 - ₹10,00,000 a year",Organic,"Candidate must have experience.
Expected Start Date: 1/7/2020
Job Types: Full-time, Commission, Walk-In
Salary: ₹240,000.00 to ₹1,000,000.00 /year
Experience:
work: 1 year (Preferred)
total work: 1 year (Preferred)
Developer: 1 year (Preferred)
Education:
Bachelor's (Preferred)
Work Remotely:
No"
Android Developer,"Pune, Maharashtra",Innover Systems,None,Organic,"Requirements:
3+ years Mobile App development experience Demonstrated ability to balance workload of multiple projects simultaneously Demonstrated ability to oversee quality assurance Task (Story) time estimation Demonstrates ability to take up technical challenges in Mobile App development Ability to work with Team lead, Peers, Project Manager on multiple projects
Responsibilities:
Contributing to the analysis, design, development, implementation, and maintenance of client projects for mobile devices (80%).Develop plan and execute projects along with prototyping and unit testing Work with various other teams (server, design, QA, PM) in executing and delivering projects Coordinate with QA for creation of test plans and defect reports to ensure quality assurance standards are met Performs other reasonable and relevant activities and functions as requested and required
Desired Skills:
Android Core Java and Kotlin knowledge mandatory, Hands on Experience in XML, Google Maps and android APIs, Social Media Integrations, OOPS, Json parsing , Experience on latest design pattern MVP and MVVM, Firebase, SQLite, Room database, Payment gateway integration, Android Jetpack, Dependency injections.
Experience on version controls SVN and GIT.
Required Experience: 3+ Years
Job Type: Full-time
Experience:
Android development: 3 years (Required)
total work: 3 years (Required)
Kotlin: 1 year (Required)
Education:
Bachelor's (Required)
Work Remotely:
Temporarily due to COVID-19"
Android Developer,"Raipur, Chhattisgarh",Codicians,"₹15,000 - ₹20,000 a month",Organic,"Job Summary
We are looking for Android Developer responsible for building innovative, scalable, enterprise and consumers solutions leveraging the latest technologies.
Responsibilities & Duties
- Design and build advanced applications on the Android platform
- Ensure the performance, quality, and responsiveness of applications
- Maintain code quality, organization, and automation
- Object Oriented Development / CS Background-Ideal candidates should understand object oriented development, and apply OO concepts to everything they do.
- Work with outside data sources and APIs
- Identify and correct bottlenecks and fix bugs
- Continuously discover, evaluate, and implement new technologies to maximize development efficiency
- Flexible to propose and implement your own ideas and solutions to challenging problems
Required Experience, Skills and Qualifications
- Comfortable with the Java Programming Language, Android Studio
- Experience with Android SDK
- Strong knowledge of Android UI design principles, patterns, and best practices
- Experience working with remote data via REST and JSON
- Experience with third-party libraries and APIs
- Solid understanding of the full mobile development life cycle and best practices to increase maintainability.
- Hands-on with databases like SQLite, MySQL etc.
- Familiarity with cloud message APIs, push notifications, GPS Location tracking, Google Map APIs etc.
- Self Learning Attitude.
Job Type: Full-time
Salary: ₹15,000.00 to ₹20,000.00 /month
Experience:
Android development: 1 year (Preferred)
total work: 1 year (Preferred)
Education:
Bachelor's (Preferred)
Industry:
IT Operations & Helpdesk"
SQL Developer,"Jaipur, Rajasthan",Precise Automation and Robotics,"₹25,000 - ₹35,000 a month",Organic,"Job Title – Edit
SQL Developer
Company – Edit
PRECISE AUTOMATION AND ROBOTICS
Location – Edit
Jaipur, Rajasthan
Salary – Edit
₹ 25,000.00 – ₹ 35,000.00 per month
Job type – Edit
Full-time
Job Description – Edit
Job Summary
We are looking for a Senior level SQL Server Developer/Lead who has in-depth experience with Microsoft SQL Server versions /2012/2014 and ideally 2016+. The Ideal candidate will have an extensive enterprise background using MS SQL Server and be able to understand complex SQL design concepts, practices and procedures. This position involves identifying business requirements, developing data models, performing data analysis, writing advanced SQL queries, designing and coding complex stored procedures and performance tuning existing database processes. None the less this role implements architecture-centric solutions in addition to providing guidance to the developers in delivering solutions that adhere to and meets the strategic objectives.
Responsibilities and Duties
o Good knowledge in Creating Tables, Views, Triggers, Stored Procedures, User Defined Functions, System Defined Functions and other SQL statements, Constraints and Indexes using various DDL and DML Commands like Joins, Constraints, Group by Clause, Distinct Clause, Sub Queries, String/Date/Numeric Functions.
o Experience in Creating & using of Temporary Tables
o Creating and managing SQL Server jobs
o Creating and Executing in Dynamic SQL
o SQL Programming concepts like IF, WHILE, FOR.EACH, CASE-WHEN-THEN and Exception handling
o Debugging Techniques using SQL Server Profile and SQL Server events
o Database Transacations
o Performance Tuning techniques
o Database Backup & Restore
Required Experience, Skills and Qualifications
o Knowledge in Master Data Services
o Configuring of Email in Database level
o Creating Replication
o Database Maintenance
o Knowledge on the SSIS packages
o Creating of Crystal Reports and SSRS
o SQL Server installations
Skills
o Good Listener
o Good in Analysis and database design
o Strong analytical and problem-solving skills
o Exposure to SQL best software practices
o Strong oral and written communication skills
o Team Player
o Good Documentation Skills
o Quick Learner
o IT Domain experience will be added advantage
Job Type: Full-time
Salary: ₹25,000.00 to ₹35,000.00 /month
Experience:
work: 1 year (Preferred)
total work: 1 year (Preferred)
Education:
Secondary(10th Pass) (Preferred)"
Embedded/IoT Software Engineer,"Delhi, Delhi",SILOP SMART AUTOMATION TECHNOLOGIES PVT LTD,"₹30,000 - ₹35,000 a month",Organic,"Design and implement software of embedded devices and systems from requirements to production and commercial deployment of IoT products
Design, develop, code, test and debug system software
Review code and design
Analyze and enhance efficiency, stability and scalability of system resources
Integrate and validate new product designs
Support software QA and optimize I/O performance
Provide post production support
Interface with hardware design and development
Assess third party and open source software
Job Type: Full-time
Salary: ₹30,000.00 to ₹35,000.00 /month
Experience:
embedded C: 3 years (Preferred)
c, c++, Java, python etc: 3 years (Preferred)
total work: 3 years (Preferred)
working on various boards: 3 years (Preferred)
Education:
Bachelor's (Preferred)"
"IT Data & Analytics Developer (Indore, India Office)","Indore, Madhya Pradesh","BioUrja Trading, LLC",₹358 - ₹438 an hour,Organic,"IT Data & Analytics Developer - Indore, India
The Developer shall work with the analysts to develop and maintain automation tools primarily to facilitate analysis and data-flow. The activities shall cover a wide range. It shall involve extracting, transforming and loading the data from various vendors and resources to databases, maintaining consistency in data sources. The developer shall be part of the initial team and will have an opportunity to design system and schemas from scratch.
Essential Job Functions
Build and Optimize the MS SQL Server Database around 3TB of data.
Work with stakeholders to assist with data-related technical issues and support their data infrastructure needs.
Perform data integrity, quality and audit checks.
Prototype and build dashboards integrating multiple data sources.
Performance Tuning of the SQL Server databases and tables.
Write SQL queries and stored procedures to surface data to business owners and applications.
Create, publish and maintain ETL jobs.
Pushing timely data to Tableau Server and prepare Tableau Reports.
Data Mining techniques.
Other Skills & Abilities
Bachelors in Engineering or Technology at a reputed University.
4-6 years’ experience at a major software development company or Team.
Advanced knowledge & experience of programming in SQL Server - stored procedures, views and SSIS.
Knowledge of reporting tools - Tableau Server/ Tableau Desktop/ Power BI.
Entrepreneurial spirit and ability to get things done under pressure.
Desire to work in a team-oriented culture.
BioUrja Group is an EEO employer. All qualified candidates will receive consideration for all positions without regard to race, color, age, religion, sex (including pregnancy), sexual orientation, gender identity, national origin, veteran status, disability, genetic information, or any other characteristic protected by law.
BioUrja Group is not currently accepting unsolicited resumes from search firms for this position. Regardless of past practice, all resumes submitted by search firms to any employee at BioUrja Group via-email, the Internet or directly to hiring managers at BioUrja Group in any form without a valid written agreement in place for that specific position will be deemed the sole property of BioUrja Group. As a result, no fee will be paid in the event the candidate is hired by BioUrja Group.
Job Type: Full-time
Pay: ₹358.00 - ₹438.00 per hour
Experience:
work: 1 year (Preferred)
total work: 1 year (Preferred)
Education:
Secondary(10th Pass) (Preferred)
Industry:
Information Design & Documentation"
"Software Consultant (ASP.Net Core, Asp.Net MVC and MS SQL Se...","Bhubaneshwar, Orissa",ITPlusPoint Solution Pvt. Ltd.,None,Organic,"Develops code and supporting documentation
Works in a team environment to develop, test and deploy software changes
Works with clients to understand and implement new requirements
Provides operational support when necessary
Works the product backlog of features and bugs
Provides input on new designs and architecture as needed
Develops a well-tested, high performance, scalable web application
Stays current on new technologies and best practices
Strong experience with Microsoft ASP.Net Core, ASP.Net MVC and Web API
Experience with Microsoft SQL Server.
Experience with database normalization and design.
Experience with Microsoft .Net, MVC, Entity Framework, Web form, Window form/Desktop application WCF, Web API and business layer and front-end technologies.
Working experience in Agile development environment.
Experience with integration of third party API will be plus point
Experience with AJAX, HTML5, JavaScript/jQuery and CSS3.
Xml and Angular JS, node js .
Experience with Object-Oriented Design (OOD), distributed architectures.
Experience with multi-tier and cross-platform architectures.
Experience with developing of IT architecture plans and software development methodologies.
Deep knowledge of the .NET & MVC Framework, including Visual Studio, ASP.NET, ASMX and WCF, Web Services, and ADO.NET.
Strong knowledge of software implementation best practices.
Strong experience designing and working with n-tier architectures (UI, Business Logic Layer, Data Access Layer) along with some experience with service-oriented architectures (SOA).
Ability to design and optimize SQL Server stored procedures.
Experience with JQuery or similar technologies.
Ability to adapt quickly to an existing, complex environment.
Ability to quickly learn new concepts and software is necessary.
Candidate should be a self-motivated, independent, detail oriented, responsible team-player and exhibit exceptional relationship management skills.
Passionate about building high-quality systems with software implementation best practices while leading and mentoring a team of developers.
Remote / Work from Home - till Covid -19 pandemic situation
Work Location : Bhubaneswar, Odisha, India
Job Types: Full-time, Part-time
Experience:
ASP.Net Core, ASP.Net MVC and MS SQL Server : 2 years (Required)
total work: 2 years (Required)
Work Remotely:
Temporarily due to COVID-19"
